Tamil,English
கொன்றது,kondradhu
நிரப்பு,nirappu
நெருப்பினுள்,neruppinul
துஞ்சலும்,thunjalum
நிரப்பினுள்,nirappinul
கண்பாடு,kanpaatu
துவரத்,thuvarath
துறவாமை,thuravaamai
உப்பிற்கும்,uppirkum
காடிக்கும்,kaatikkum
இரக்க,irakka
இரத்தக்கார்க்,iraththakkaark
கரப்பின்,karappin
அவர்பழி,avarpazhi
தம்பழி,thampazhi
இரத்தல்,iraththal
இரந்தவை,irandhavai
உறாஅ,uraaa
கரப்பிலா,karappilaa
கடனறிவார்,katanarivaar
இரப்புமோ,irappumo
ரேஎர்,reer
இரத்தலும்,iraththalum
கரத்தல்,karaththal
கனவிலும்,kanavilum
தேற்றாதார்,thetraadhaar
கரப்பிலார்,karappilaar
உண்மையால்,unmaiyaal
இரப்பவர்,irappavar
கரப்பிடும்பை,karappitumpai
யில்லாரைக்,yillaaraik
நிரப்பிடும்பை,nirappitumpai
இகழ்ந்தெள்ளாது,ikazhndhellaadhu
ஈவாரைக்,eevaaraik
மகிழ்ந்துள்ளம்,makizhndhullam
உள்ளுள்,ullul
உவப்பது,uvappadhu
இரப்பாரை,irappaarai
ஈர்ங்கண்மா,eernganmaa
சென்றுவந்,sendruvan
ஈவார்கண்,eevaarkan
என்னுண்டாம்,ennuntaam
மேவார்,mevaar
இலாஅக்,ilaaak
இரப்பான்,irappaan
தானேயும்,thaaneyum
சாலும்,saalum
உவந்தீயும்,uvandheeyum
கண்ணன்னார்,kannannaar
இரவாமை,iravaamai
இரந்தும்,irandhum
உயிர்வாழ்தல்,uyirvaazhdhal
பரந்து,parandhu
கெடுக,ketuka
உலகியற்றி,ulakiyatri
இரந்துதீர்,irandhudheer
வாமென்னும்,vaamennum
வன்மையின்,vanmaiyin
வன்பாட்ட,vanpaatta
இடமெல்லாம்,itamellaam
கொள்ளாத்,kollaath
தகைத்தே,thakaiththe
இடமில்லாக்,itamillaak
காலும்,kaalum
இரவொல்லாச்,iravollaach
தெண்ணீர்,thenneer
அடுபுற்கை,atupurkai
தாள்தந்தது,thaaldhandhadhu
உண்ணலின்,unnalin
ஊங்கினிய,oonginiya
ஆவிற்கு,aavirku
நீரென்று,neerendru
இரப்பினும்,irappinum
நாவிற்கு,naavirku
இரவின்,iravin
இரப்பன்,irappan
இரப்பின்,irappin
கரப்பார்,karappaar
இரவன்மின்,iravanmin
இரவென்னும்,iravennum
ஏமாப்பில்,emaappil
தோணி,thoni
கரவென்னும்,karavennum
பார்தாக்கப்,paardhaakkap
பக்கு,pakku
இரவுள்ள,iravulla
உருகும்,urukum
கரவுள்ள,karavulla
கரப்பவர்க்கு,karappavarkku
யாங்கொளிக்கும்,yaangolikkum
சொல்லாடப்,sollaatap
மக்களே,makkale
போல்வர்,polvar
கயவர்,kayavar
அவரன்ன,avaranna
ஒப்பாரி,oppaari
யாங்கண்ட,yaanganta
நன்றறி,nandrari
வாரிற்,vaarir
திருவுடையர்,thiruvutaiyar
அவலம்,avalam
தேவர்,thevar
அவருந்தாம்,avarundhaam
மேவன,mevana
செய்தொழுக,seydhozhuka
அகப்பட்டி,akappatti
ஆவாரைக்,aavaaraik
அவரின்,avarin
மிகப்பட்டுச்,mikappattuch
செம்மாக்கும்,chemmaakkum
கீழ்,keezh
அச்சமே,achchame
கீழ்களது,keezhkaladhu
ஆசாரம்,aasaaram
அவாவுண்டேல்,avaavuntel
உண்டாம்,untaam
அறைபறை,araiparai
அன்னர்,annar
கயவர்தாம்,kayavardhaam
கேட்ட,ketta
மறைபிறர்க்கு,maraipirarkku
உய்த்துரைக்க,uyththuraikka
ஈர்ங்கை,eerngai
விதிரார்,vidhiraar
கொடிறுடைக்கும்,kotirutaikkum
கூன்கையர்,koonkaiyar
அல்லா,allaa
சொல்லப்,sollap
பயன்படுவர்,payanpatuvar
கரும்புபோல்,karumpupol
கொல்லப்,kollap
பயன்படும்,payanpatum
பிறர்மேல்,pirarmel
வடுக்காண,vatukkaana
வற்றாகும்,vatraakum
எற்றிற்,etrir
குரியர்,kuriyar
கயவரொன்று,kayavarondru
உற்றக்கால்,utrakkaal
விற்றற்கு,vitrarku
அணங்குகொல்,anangukol
ஆய்மயில்,aaimayil
கனங்குழை,kananguzhai
மாதர்கொல்,maadharkol
மாலும்,maalum
காமத்துப்பால்,kaamaththuppaal
நோக்கினாள்,nokkinaal
நோக்கெதிர்,nokkedhir
நோக்குதல்,nokkudhal
தாக்கணங்கு,thaakkanangu
தானைக்கொண்,thaanaikkon
டன்ன,tanna
பண்டறியேன்,pantariyen
கூற்றென்,kootren
பதனை,padhanai
இனியறிந்தேன்,iniyarindhen
பெண்டகையால்,pentakaiyaal
பேரமர்க்,peramark
கட்டு,kattu
உயிருண்ணும்,uyirunnum
தோற்றத்தால்,thotraththaal
பெண்டகைப்,pentakaip
பேதைக்கு,pedhaikku
அமர்த்தன,amarththana
கூற்றமோ,kootramo
பிணையோ,pinaiyo
மடவரல்,matavaral
நோக்கமிம்,nokkamim
கொடும்புருவம்,kotumpuruvam
மறைப்பின்,maraippin
நடுங்கஞர்,natungagnar
செய்யல,seyyala
மன்இவள்,manival
கடாஅக்,kataaak
களிற்றின்மேற்,kalitrinmer
கட்படாம்,katpataam
மாதர்,maadhar
முலைமேல்,mulaimel
துகில்,thukil
ஒண்ணுதற்,onnudhar
கோஒ,koo
உடைந்ததே,utaindhadhe
ஞாட்பினுள்,gnaatpinul
நண்ணாரும்,nannaarum
உட்குமென்,utkumen
பிணையேர்,pinaiyer
மடநோக்கும்,matanokkum
உடையாட்கு,utaiyaatku
அணியெவனோ,aniyevano
தந்து,thandhu
உண்டார்கண்,untaarkan
அடுநறாக்,atunaraak
காமம்போல்,kaamampol
மகிழ்செய்தல்,makizhseydhal
இருநோக்கு,irunokku
இவளுண்கண்,ivalunkan
ஒருநோக்கு,orunokku
நோய்நோக்கொன்,noinokkon
றந்நோய்,rannoi
கண்களவு,kankalavu
கொள்ளும்,kollum
சிறுநோக்கம்,sirunokkam
காமத்தில்,kaamaththil
செம்பாகம்,sempaakam
இறைஞ்சினாள்,irainjinaal
அஃதவள்,aqdhaval
யாப்பினுள்,yaappinul
அட்டிய,attiya
நீர்,neer
யான்நோக்கும்,yaannokkum
நிலன்நோக்கும்,nilannokkum
நோக்காக்கால்,nokkaakkaal
தான்நோக்கி,thaannokki
குறிக்கொண்டு,kurikkontu
நோக்காமை,nokkaamai
ஒருகண்,orukan
சிறக்கணித்தாள்,sirakkaniththaal
போல,pola
தவர்போல்,thavarpol
சொலினும்,solinum
செறாஅர்சொல்,seraaarsol
செறாஅச்,seraaach
சிறுசொல்லும்,chirusollum
செற்றார்போல்,setraarpol
நோக்கும்,nokkum
உறாஅர்போன்று,uraaarpondru
உற்றார்,utraar
குறிப்பு,kurippu
அசையியற்கு,asaiyiyarku
உண்டாண்டோர்,untaantor
ஏஎர்யான்,eeryaan
பசையினள்,pasaiyinal
பைய,paiya
பொதுநோக்கு,podhunokku
காதலார்,kaadhalaar
கண்ணொடு,kannotu
கண்இணை,kaninai
நோக்கொக்கின்,nokkokkin
வாய்ச்சொற்கள்,vaaichchorkal
கண்டுகேட்டு,kantukettu
உண்டுயிர்த்து,untuyirththu
உற்றறியும்,utrariyum
ஐம்புலனும்,aimpulanum
ஒண்தொடி,ondhoti
பிணிக்கு,pinikku
பிறமன்,piraman
அணியிழை,aniyizhai
தன்நோய்க்குத்,thannoikkuth
தாம்வீழ்வார்,thaamveezhvaar
மென்றோள்,mendrol
துயிலின்,thuyilin
இனிதுகொல்,inidhukol
தாமரைக்,thaamaraik
கண்ணான்,kannaan
தெறூஉம்,theruum
குறுகுங்கால்,kurukungaal
தண்ணென்னும்,thannennum
தீயாண்டுப்,theeyaantup
இவள்,ival
வேட்ட,vetta
அவையவை,avaiyavai
போலுமே,polume
தோட்டார்,thottaar
கதுப்பினாள்,kadhuppinaal
உறுதோறு,urudhoru
உயிர்தளிர்ப்பத்,uyirdhalirppath
தீண்டலால்,theentalaal
அமிழ்தின்,amizhdhin
இயன்றன,iyandrana
தம்மில்,thammil
இருந்து,irundhu
தமதுபாத்து,thamadhupaaththu
உண்டற்றால்,untatraal
அம்மா,ammaa
அரிவை,arivai
இருவர்க்கு,iruvarkku
இனிதே,inidhe
வளியிடை,valiyitai
போழப்,pozhap
ஊடல்,ootal
உணர்தல்,unardhal
புணர்தல்,punardhal
இவைகாமம்,ivaikaamam
கூடியார்,kootiyaar
அறிதோறு,aridhoru
செறிதோறும்,seridhorum
சேயிழை,seyizhai
நன்னீரை,nanneerai
வாழி,vaazhi
அனிச்சமே,anichchame
நின்னினும்,ninninum
மென்னீரள்,menneeral
யாம்வீழ்,yaamveezh
பவள்,paval
மலர்காணின்,malarkaanin
மையாத்தி,maiyaaththi
நெஞ்சே,nenje
இவள்கண்,ivalkan
பலர்காணும்,palarkaanum
பூவொக்கும்,poovokkum
முறிமேனி,murimeni
முத்தம்,muththam
முறுவல்,muruval
வெறிநாற்றம்,verinaatram
வேலுண்கண்,velunkan
வேய்த்தோ,veyththo
ளவட்கு,lavatku
குவளை,kuvalai
கவிழ்ந்து,kavizhndhu
மாணிழை,maanizhai
கண்ணொவ்வேம்,kannovvem
அனிச்சப்பூக்,anichchappook
கால்களையாள்,kaalkalaiyaal
பெய்தாள்,peydhaal
நுகப்பிற்கு,nukappirku
பறை,parai
மதியும்,madhiyum
மடந்தை,matandhai
முகனும்,mukanum
அறியா,ariyaa
பதியின்,padhiyin
கலங்கிய,kalangiya
மீன்,meen
அறுவாய்,aruvaai
நிறைந்த,niraindha
அவிர்மதக்குப்,avirmadhikkup
மறுவுண்டோ,maruvunto
முகத்து,mukaththu
முகம்போல்,mukampol
ஒளிவிட,olivita
வல்லையேல்,vallaiyel
காதலை,kaadhalai
மதி,madhi
மலரன்ன,malaranna
கண்ணாள்,kannaal
முகமொத்தி,mukamoththi
யாயின்,yaayin
பலர்காணத்,palarkaanath
தோன்றல்,thondral
அனிச்சமும்,anichchamum
அன்னத்தின்,annaththin
தூவியும்,thooviyum
அடிக்கு,atikku
நெருஞ்சிப்,nerunjip
பழம்,pazham
பாலொடு,paalotu
தேன்கலந்,thenkalan
பணிமொழி,panimozhi
வாலெயிறு,vaaleyiru
ஊறிய,ooriya
என்னமற்,ennamar
றன்ன,ranna
மடந்தையொடு,matandhaiyotu
எம்மிடை,emmitai
கருமணியிற்,karumaniyir
பாவாய்நீ,paavaainee
போதாயாம்,podhaayaam
திருநுதற்கு,thirunudharku
இடம்,itam
உயிர்க்கன்னள்,uyirkkannal
ஆயிழை,aayizhai
அதற்கன்னள்,adharkannal
உள்ளுவன்,ulluvan
மன்யான்,manyaan
மறப்பின்,marappin
மறப்பறியேன்,marappariyen
ஒள்ளமர்க்,ollamark
குணம்,kunam
கண்ணுள்ளின்,kannullin
போகார்,pokaar
இமைப்பின்,imaippin
பருகுவரா,parukuvaraa
நுண்ணியர்எம்,nunniyarem
கண்ணுள்ளார்,kannullaar
லவராகக்,lavaraakak
எழுதேம்,ezhudhem
கரப்பாக்கு,karappaakku
நெஞ்சத்தார்,nenjaththaar
லவராக,lavaraaka
வெய்துண்டல்,veydhuntal
அஞ்சுதும்,anjudhum
வேபாக்,vepaak
அறிவல்,arival
அனைத்திற்கே,anaiththirke
ஏதிலர்,edhilar
இவ்,iv
வூர்,voor
உவந்துறைவர்,uvandhuraivar
உள்ளத்துள்,ullaththul
இகந்துறைவர்,ikandhuraivar
உழந்து,uzhandhu
வருந்தினார்க்கு,varundhinaarkku
மடலல்லது,matalalladhu
வலி,vali
நோனா,nonaa
உயிரும்,uyirum
மடலேறும்,matalerum
நாணினை,naaninai
நிறுத்து,niruththu
நாணொடு,naanotu
பண்டுடையேன்,pantutaiyen
இன்றுடையேன்,indrutaiyen
காமுற்றார்,kaamutraar
ஏறும்,erum
மடல்,matal
கடும்புனல்,katumpunal
புணை,punai
தொடலைக்,thotalaik
குறுந்தொடி,kurundhoti
தந்தாள்,thandhaal
மடலொடு,matalotu
உழக்கும்,uzhakkum
துயர்,thuyar
மடலூர்தல்,mataloordhal
யாமத்தும்,yaamaththum
உள்ளுவேன்,ulluven
படல்ஒல்லா,patalollaa
பேதைக்கென்,pedhaikken
கடலன்ன,katalanna
மடலேறாப்,mataleraap
நிறையரியர்,niraiyariyar
மன்அளியர்,manaliyar
மறையிறந்து,maraiyirandhu
மன்று,mandru
அறிகிலார்,arikilaar
என்றேஎன்,endreen
மறுகின்,marukin
மறுகும்,marukum
மருண்டு,maruntu
யாம்கண்ணின்,yaamkannin
காண,kaana
நகுப,nakupa
அறிவில்லார்,arivillaar
யாம்பட்ட,yaampatta
தாம்படா,thaampataa
அலரெழ,alarezha
ஆருயிர்,aaruyir
பலரறியார்,palarariyaar
பாக்கியத்,paakkiyath
தால்,thaal
அறியாது,ariyaadhu
அலரெமக்கு,alaremakku
ஈந்ததிவ்,eendhadhiv
உறாஅதோ,uraaadho
ஊரறிந்த,oorarindha
கெளவை,kelavai
பெறாஅது,peraaadhu
பெற்றன்ன,petranna
கவ்வையால்,kavvaiyaal
கவ்விது,kavvidhu
அதுவின்றேல்,adhuvindrel
தவ்வென்னும்,thavvennum
இழந்து,izhandhu
களித்தொறும்,kaliththorum
கள்ளுண்டல்,kalluntal
வேட்டற்றால்,vettatraal
வெளிப்படுந்,velippatun
தோறும்,thorum
கண்டது,kantadhu
ஒருநாள்,orunaal
அலர்மன்னும்,alarmannum
திங்களைப்,thingalaip
பாம்புகொண்,paampukon
ஊரவர்,ooravar
எருவாக,eruvaaka
அன்னைசொல்,annaisol
நீராக,neeraaka
நீளும்இந்,neelumin
நெய்யால்,neyyaal
எரிநுதுப்பேம்,erinudhuppem
என்றற்றால்,endratraal
கெளவையால்,kelavaiyaal
நுதுப்பேம்,nudhuppem
அலர்நாண,alarnaana
ஒல்வதோ,olvadho
அஞ்சலோம்பு,anjalompu
என்றார்,endraar
பலர்நாண,palarnaana
நீத்தக்,neeththak
தாம்வேண்டின்,thaamventin
நல்குவர்,nalkuvar
காதலர்,kaadhalar
யாம்வேண்டும்,yaamventum
எடுக்கும்இவ்,etukkumiv
செல்லாமை,sellaamai
உண்டேல்,untel
எனக்குரை,enakkurai
மற்றுநின்,matrunin
வல்வரவு,valvaravu
வாழ்வார்க்,vaazhvaark
குரை,kurai
இன்கண்,inkan
உடைத்தவர்,utaiththavar
பார்வல்,paarval
பிரிவஞ்சும்,pirivanjum
புன்கண்,punkan
உடைத்தால்,utaiththaal
புணர்வு,punarvu
அரிதரோ,aridharo
பிரிவோ,pirivo
ரிடத்துண்மை,ritaththunmai
அளித்தஞ்சல்,aliththanjal
என்றவர்,endravar
நீப்பின்,neeppin
தெளித்தசொல்,theliththasol
தேறியார்க்கு,theriyaarkku
தவறு,thavaru
ஓம்பின்,ompin
அமைந்தார்,amaindhaar
பிரிவோம்பல்,pirivompal
அரிதால்,aridhaal
பிரிவுரைக்கும்,pirivuraikkum
அரிதவர்,aridhavar
துறைவன்,thuraivan
துறந்தமை,thurandhamai
தூற்றாகொல்,thootraakol
முன்கை,munkai
இறைஇறவா,iraiiravaa
வளை,valai
இனன்இல்ஊர்,inaniloor
இனியார்ப்,iniyaarp
பிரிவு,pirivu
தொடிற்சுடின்,thotirsutin
காமநோய்,kaamanoi
விடிற்சுடல்,vitirsutal
ஆற்றுமோ,aatrumo
தீ,thee
அரிதாற்றி,aridhaatri
அல்லல்நோய்,allalnoi
பிரிவாற்றிப்,pirivaatrip
பின்இருந்து,pinirundhu
மறைப்பேன்மன்,maraippenman
யானிஃதோ,yaaniqdho
நோயை,noyai
இறைப்பவர்க்கு,iraippavarkku
ஊற்றுநீர்,ootruneer
கரத்தலும்,karaththalum
ஆற்றேன்இந்,aatrenin
நோயைநோய்,noyainoi
உரைத்தலும்,uraiththalum
காமமும்,kaamamum
உயிர்காவாத்,uyirkaavaath
தூங்கும்என்,thoongumen
கடல்மன்னும்,katalmannum
உண்டே,unte
அதுநீந்தும்,adhuneendhum
புணைமன்னும்,punaimannum
துப்பின்,thuppin
எவனாவர்,evanaavar
மன்கொல்,mankol
துயர்வரவு,thuyarvaravu
கடல்மற்றுக்,katalmatruk
அஃதடுங்கால்,aqdhatungaal
அதனிற்,adhanir
நீந்திக்,neendhik
கரைகாணேன்,karaikaanen
யானே,yaane
உளேன்,ulen
துயிற்றி,thuyitri
அளித்திரா,aliththiraa
என்னல்லது,ennalladhu
கொடியார்,kotiyaar
கொடுமையின்,kotumaiyin
தாம்கொடிய,thaamkotiya
இந்நாள்,innaal
நெடிய,netiya
கழியும்,kazhiyum
இரா,iraa
உள்ளம்போன்று,ullampondru
உள்வழிச்,ulvazhich
செல்கிற்பின்,chelkirpin
வெள்ளநீர்,vellaneer
நீந்தல,neendhala
மன்னோஎன்,mannoen
கண்தாம்,kandhaam
கலுழ்வ,kaluzhva
தெவன்கொலோ,thevankolo
தண்டாநோய்,thantaanoi
தாம்காட்ட,thaamkaatta
யாம்கண்,yaamkan
டது,tadhu
தெரிந்துணரா,therindhunaraa
நோக்கிய,nokkiya
உண்கண்,unkan
பரிந்துணராப்,parindhunaraap
பைதல்,paidhal
உழப்பது,uzhappadhu
கதுமெனத்,kadhumenath
தாநோக்கித்,thaanokkith
கலுழும்,kaluzhum
இதுநகத்,ithunakath
பெயலாற்றா,peyalaatraa
நீருலந்த,neerulandha
உயலாற்றா,uyalaatraa
உய்வில்நோய்,uyvilnoi
என்கண்,enkan
படலாற்றா,patalaatraa
கடலாற்றாக்,katalaatraak
செய்தஎன்,seydhaen
ஓஒ,oo
எமக்கிந்நோய்,emakkinnoi
செய்தகண்,seydhakan
தாஅம்,thaaam
இதற்பட்,itharpat
உழந்துழந்,uzhandhuzhan
துள்நீர்,thulneer
அறுக,aruka
விழைந்திழைந்து,vizhaindhizhaindhu
அவர்க்கண்ட,avarkkanta
பெட்டார்,pettaar
உளர்மன்னோ,ularmanno
மற்றவர்க்,matravark
காணாது,kaanaadhu
அமைவில,amaivila
வாராக்கால்,vaaraakkaal
துஞ்சா,thunjaa
வரின்துஞ்சா,varindhunjaa
ஆயிடை,aayitai
ஆரஞர்,aaragnar
உற்றன,utrana
மறைபெறல்,maraiperal
ஊரார்க்கு,ooraarkku
அரிதன்றால்,aridhandraal
எம்போல்,empol
கண்ணார்,kannaar
நயந்தவர்க்கு,nayandhavarkku
நல்காமை,nalkaamai
நேர்ந்தேன்,nerndhen
பசந்தவென்,pasandhaven
பண்பியார்க்கு,panpiyaarkku
உரைக்கோ,uraikko
அவர்தந்தார்,avardhandhaar
தகையால்,thakaiyaal
இவர்தந்தென்,ivardhandhen
மேனிமேல்,menimel
ஊரும்,oorum
பசப்பு,pasappu
சாயலும்,saayalum
அவர்கொண்டார்,avarkontaar
கைம்மாறா,kaimmaaraa
நோயும்,noyum
பசலையும்,pasalaiyum
உரைப்பது,uraippadhu
அவர்திறமால்,avardhiramaal
கள்ளம்,kallam
பிறவோ,piravo
உவக்காண்எம்,uvakkaanem
செல்வார்,selvaar
இவக்காண்என்,ivakkaanen
மேனி,meni
பசப்பூர்,pasappoor
விளக்கற்றம்,vilakkatram
இருளேபோல்,irulepol
கொண்கன்,konkan
முயக்கற்றம்,muyakkatram
புல்லிக்,pullik
கிடந்தேன்,kitandhen
புடைபெயர்ந்தேன்,putaipeyarndhen
அவ்வளவில்,avvalavil
அள்ளிக்கொள்,allikkol
வற்றே,vatre
பசந்தாள்,pasandhaal
இவள்என்பது,ivalenpadhu
இவளைத்,ivalaith
அவர்என்பார்,avarenpaar
பசக்கமன்,pasakkaman
பட்டாங்கென்,pattaangen
நயப்பித்தார்,nayappiththaar
நன்னிலையர்,nannilaiyar
ஆவர்,aavar
பசப்பெனப்,pasappenap
பேர்பெறுதல்,perperudhal
தூற்றார்,thootraar
தம்வீழப்,thamveezhap
பெற்றவர்,petravar
பெற்றாரே,petraare
காமத்துக்,kaamaththuk
காழில்,kaazhil
கனி,kani
வாழ்வார்க்கு,vaazhvaarkku
பயந்தற்றால்,payandhatraal
வீழ்வார்க்கு,veezhvaarkku
வீழ்வார்,veezhvaar
அளிக்கும்,alikkum
அளி,ali
வீழுநர்,veezhunar
வீழப்,veezhap
படுவார்க்கு,patuvaarkku
அமையுமே,amaiyume
வாழுநம்,vaazhunam
படுவார்,patuvaar
கெழீஇயிலர்,kezheeiyilar
நாம்காதல்,naamkaadhal
கொண்டார்,kontaar
நமக்கெவன்,namakkevan
செய்பவோ,seypavo
தாம்காதல்,thaamkaadhal
கொள்ளாக்,kollaak
ஒருதலையான்,orudhalaiyaan
காமம்காப்,kaamamkaap
இருதலை,irudhalai
பருவரலும்,paruvaralum
பைதலும்,paidhalum
காணான்கொல்,kaanaankol
காமன்,kaaman
ஒருவர்கண்,oruvarkan
நின்றொழுகு,nindrozhuku
வான்,vaan
வீழ்வாரின்,veezhvaarin
நசைஇயார்,nasaiiyaar
நல்கார்,nalkaar
அவர்மாட்டு,avarmaattu
இசையும்,isaiyum
உறாஅர்க்கு,uraaarkku
உறுநோய்,urunoi
உரைப்பாய்,uraippaai
கடலைச்,katalaich
செறாஅஅய்,cheraaaai
வாழிய,vaazhiya
தீராப்,theeraap
பெருமகிழ்,perumakizh
செய்தலால்,seydhalaal
கள்ளினும்,kallinum
எனைத்தொனறு,enaiththonaru
ஏனிதேகாண்,inidhekaan
காமம்தாம்,kaamamdhaam
நினைப்ப,ninaippa
வருவதொன்று,varuvadhondru
ஏல்,el
நினைப்பவர்,ninaippavar
போன்று,pondru
நினையார்கொல்,ninaiyaarkol
தும்மல்,thummal
சினைப்பது,sinaippadhu
யாமும்,yaamum
உளேங்கொல்,ulengol
அவர்நெஞ்சத்து,avarnenjaththu
எந்நெஞ்சத்து,ennenjaththu
உளரே,ulare
தம்நெஞ்சத்து,thamnenjaththu
எம்மைக்,emmaik
கடிகொண்டார்,katikontaar
நாணார்கொல்,naanaarkol
எம்நெஞ்சத்து,emnenjaththu
ஓவா,ovaa
வரல்,varal
மற்றியான்,matriyaan
என்னுளேன்,ennulen
அவரொடி,avaroti
உற்றநாள்,utranaal
எவனாவன்,evanaavan
மற்கொல்,markol
எனைத்து,enaiththu
நினைப்பினும்,ninaippinum
காயார்,kaayaar
அனைத்தன்றோ,anaiththandro
விளியுமென்,viliyumen
வேறல்லம்,verallam
நினைந்து,ninaindhu
விடாஅது,vitaaadhu
சென்றாரைக்,sendraaraik
கண்ணினால்,kanninaal
படாஅதி,pataaadhi
தூதொடு,thoodhotu
கனவினுக்கு,kanavinukku
யாதுசெய்,yaadhusey
வேன்கொல்,venkol
கயலுண்கண்,kayalunkan
யானிரப்பத்,yaanirappath
துஞ்சிற்,thunjir
கலந்தார்க்கு,kalandhaarkku
உயலுண்மை,uyalunmai
சாற்றுவேன்,saatruven
நனவினால்,nanavinaal
நல்கா,nalkaa
தவரைக்,thavaraik
கனவினால்,kanavinaal
காண்டலின்,kaantalin
உண்டென்,unten
கனவினான்,kanavinaan
உண்டாகும்,untaakum
நனவினான்,nanavinaan
நல்காரை,nalkaarai
கண்டதூஉம்,kantadhooum
கனவுந்தான்,kanavundhaan
பொழுதே,pozhudhe
நனவென,nanavena
ஒன்றில்லை,ondrillai
நீங்கலர்,neengalar
நல்காக்,nalkaak
கனவனால்,kanavanaal
என்எம்மைப்,enemmaip
பீழிப்,peezhip
துஞ்சுங்கால்,thunjungaal
தோள்மேலர்,tholmelar
விழிக்குங்கால்,vizhikkungaal
நெஞ்சத்தர்,nenjaththar
நோவர்,novar
காதலர்க்,kaadhalark
காணா,kaanaa
நம்நீத்தார்,namneeththaar
காணார்கொல்,kaanaarkol
இவ்வூ,ivvoo
ரவர்,ravar
மாலையோ,maalaiyo
அல்லை,allai
மணந்தார்,manandhaar
வேலைநீ,velainee
புன்கண்ணை,punkannai
மருள்மாலை,marulmaalai
எம்கேள்போல்,emkelpol
வன்கண்ண,vankanna
தோநின்,thonin
பனிஅரும்பிப்,paniarumpip
பைதல்கொள்,paidhalkol
துனிஅரும்பித்,thuniarumpith
வளர,valara
கொலைக்களத்து,kolaikkalaththu
காலைக்குச்,kaalaikkuch
செய்தநன்று,cheydhanandru
என்கொல்,enkol
எவன்கொல்யான்,evankolyaan
மாலைக்குச்,maalaikkuch
மாலைநோய்,maalainoi
அகலாத,akalaadha
அறிந்த,arindha
திலேன்,thilen
அரும்பிப்,arumpip
பகலெல்லாம்,pakalellaam
போதாகி,podhaaki
மலரும்இந்,malarumin
அழல்போலும்,azhalpolum
மாலைக்குத்,maalaikkuth
தூதாகி,thoodhaaki
ஆயன்,aayan
குழல்போலும்,kuzhalpolum
பதிமருண்டு,padhimaruntu
மதிமருண்டு,madhimaruntu
படர்தரும்,patardharum
பொருள்மாலை,porulmaalai
யாளரை,yaalarai
உள்ளி,ulli
மாயும்என்,maayumen
மாயா,maayaa
நமக்கொழியச்,namakkozhiyach
சேட்சென்றார்,chetchendraar
நறுமலர்,narumalar
நாணின,naanina
நயந்தவர்,nayandhavar
சொல்லுவ,solluva
பசந்து,pasandhu
பனிவாரும்,panivaarum
தணந்தமை,thanandhamai
அறிவிப்ப,arivippa
மணந்தநாள்,manandhanaal
வீங்கிய,veengiya
பணைநீங்கிப்,panaineengip
பைந்தொடி,paindhoti
துணைநீங்கித்,thunaineengith
தொல்கவின்,tholkavin
வாடிய,vaatiya
கொடுமை,kotumai
உரைக்கும்,uraikkum
தொடியொடு,thotiyotu
தோள்நெகிழ,tholnekizha
நோவல்,noval
அவரைக்,avaraik
கொடியர்,kotiyar
எனக்கூறல்,enakkooral
நொந்து,nondhu
பாடுபெறுதியோ,paatuperudhiyo
கொடியார்க்கென்,kotiyaarkken
வாடுதோட்,vaatudhot
உரைத்து,uraiththu
முயங்கிய,muyangiya
கைகளை,kaikalai
ஊக்கப்,ookkap
பசந்தது,pasandhadhu
பைந்தொடிப்,paindhotip
நுதல்,nudhal
முயக்கிடைத்,muyakkitaith
தண்வளி,thanvali
பசப்புற்ற,pasapputra
பெருமழைக்,perumazhaik
பசப்போ,pasappo
பருவரல்,paruvaral
எய்தின்றே,eydhindre
ஒண்ணுதல்,onnudhal
செய்தது,seydhadhu
நினைத்தொன்று,ninaiththondru
சொல்லாயோ,sollaayo
தீர்க்கும்,theerkkum
அவரிலர்,avarilar
ஆகநீ,aakanee
வாழியென்,vaazhiyen
இருந்துள்ளி,irundhulli
என்பரிதல்,enparidhal
பரிந்துள்ளல்,parindhullal
பைதல்நோய்,paidhalnoi
செய்தார்கண்,seydhaarkan
கொளச்சேறி,kolachcheri
இவையென்னைத்,ivaiyennaith
தின்னும்,thinnum
அவர்க்காணல்,avarkkaanal
உற்று,utru
எனக்கை,enakkai
விடல்உண்டோ,vitalunto
நெஞ்சேயாம்,nenjeyaam
உற்றால்,utraal
கலந்துணர்த்தும்,kalandhunarththum
கண்டாற்,kantaar
புலந்துணராய்,pulandhunaraai
பொய்க்காய்வு,poikkaaivu
காய்திஎன்,kaaidhien
விடுஒன்றோ,vituondro
நாண்விடு,naanvitu
நன்னெஞ்சே,nannenje
யானோ,yaano
பொறேன்இவ்,poreniv
விரண்டு,virantu
பரிந்தவர்,parindhavar
நல்காரென்று,nalkaarendru
ஏங்கிப்,engip
பிரிந்தவர்,pirindhavar
பின்செல்வாய்,pinselvaai
பேதைஎன்,pedhaien
உள்ளத்தார்,ullaththaar
லவரால்,lavaraal
உள்ளிநீ,ullinee
யாருழைச்,yaaruzhaich
சேறியென்,cheriyen
துன்னாத்,thunnaath
துறந்தாரை,thurandhaarai
உடையேமா,utaiyemaa
இன்னும்,innum
இழத்தும்,izhaththum
கவின்,kavin
கணிச்சி,kanichchi
உடைக்கும்,utaikkum
நிறையென்னும்,niraiyennum
